,sentence,bigrams,trigrams
21,هذا شاب تونسي شهم وانا مستعد استضيفه بفلسط من مطار واك مرشده سياحي واوفرله مسكن وكل شيء يحتاجه من اكل وغيره لحين ميغادر,"[('هذا', 'شاب'), ('شاب', 'تونسي'), ('تونسي', 'شهم'), ('شهم', 'وانا'), ('وانا', 'مستعد'), ('مستعد', 'استضيفه'), ('استضيفه', 'بفلسط'), ('بفلسط', 'من'), ('من', 'مطار'), ('مطار', 'واك'), ('واك', 'مرشده'), ('مرشده', 'سياحي'), ('سياحي', 'واوفرله'), ('واوفرله', 'مسكن'), ('مسكن', 'وكل'), ('وكل', 'شيء'), ('شيء', 'يحتاجه'), ('يحتاجه', 'من'), ('من', 'اكل'), ('اكل', 'وغيره'), ('وغيره', 'لحين'), ('لحين', 'ميغادر')]","[('هذا', 'شاب', 'تونسي'), ('شاب', 'تونسي', 'شهم'), ('تونسي', 'شهم', 'وانا'), ('شهم', 'وانا', 'مستعد'), ('وانا', 'مستعد', 'استضيفه'), ('مستعد', 'استضيفه', 'بفلسط'), ('استضيفه', 'بفلسط', 'من'), ('بفلسط', 'من', 'مطار'), ('من', 'مطار', 'واك'), ('مطار', 'واك', 'مرشده'), ('واك', 'مرشده', 'سياحي'), ('مرشده', 'سياحي', 'واوفرله'), ('سياحي', 'واوفرله', 'مسكن'), ('واوفرله', 'مسكن', 'وكل'), ('مسكن', 'وكل', 'شيء'), ('وكل', 'شيء', 'يحتاجه'), ('شيء', 'يحتاجه', 'من'), ('يحتاجه', 'من', 'اكل'), ('من', 'اكل', 'وغيره'), ('اكل', 'وغيره', 'لحين'), ('وغيره', 'لحين', 'ميغادر')]"
22,انا من جزاٸر  عاشق ملوخیه تونسیه من زمن طفوله الام تطبخ مولوخیه تونسیه علی طریقه تونسیه و حتی توابل تونسیه و تعلمت علی جده ربی یحفضها تحیه من جزاٸر لکل توانسه و مغرب عربی وبلاد مسلمین خاصه فلسطین حبیبه محتله,"[('انا', 'من'), ('من', 'جزاٸر'), ('جزاٸر', ''), ('', 'عاشق'), ('عاشق', 'ملوخیه'), ('ملوخیه', 'تونسیه'), ('تونسیه', 'من'), ('من', 'زمن'), ('زمن', 'طفوله'), ('طفوله', 'الام'), ('الام', 'تطبخ'), ('تطبخ', 'مولوخیه'), ('مولوخیه', 'تونسیه'), ('تونسیه', 'علی'), ('علی', 'طریقه'), ('طریقه', 'تونسیه'), ('تونسیه', 'و'), ('و', 'حتی'), ('حتی', 'توابل'), ('توابل', 'تونسیه'), ('تونسیه', 'و'), ('و', 'تعلمت'), ('تعلمت', 'علی'), ('علی', 'جده'), ('جده', 'ربی'), ('ربی', 'یحفضها'), ('یحفضها', 'تحیه'), ('تحیه', 'من'), ('من', 'جزاٸر'), ('جزاٸر', 'لکل'), ('لکل', 'توانسه'), ('توانسه', 'و'), ('و', 'مغرب'), ('مغرب', 'عربی'), ('عربی', 'وبلاد'), ('وبلاد', 'مسلمین'), ('مسلمین', 'خاصه'), ('خاصه', 'فلسطین'), ('فلسطین', 'حبیبه'), ('حبیبه', 'محتله')]","[('انا', 'من', 'جزاٸر'), ('من', 'جزاٸر', ''), ('جزاٸر', '', 'عاشق'), ('', 'عاشق', 'ملوخیه'), ('عاشق', 'ملوخیه', 'تونسیه'), ('ملوخیه', 'تونسیه', 'من'), ('تونسیه', 'من', 'زمن'), ('من', 'زمن', 'طفوله'), ('زمن', 'طفوله', 'الام'), ('طفوله', 'الام', 'تطبخ'), ('الام', 'تطبخ', 'مولوخیه'), ('تطبخ', 'مولوخیه', 'تونسیه'), ('مولوخیه', 'تونسیه', 'علی'), ('تونسیه', 'علی', 'طریقه'), ('علی', 'طریقه', 'تونسیه'), ('طریقه', 'تونسیه', 'و'), ('تونسیه', 'و', 'حتی'), ('و', 'حتی', 'توابل'), ('حتی', 'توابل', 'تونسیه'), ('توابل', 'تونسیه', 'و'), ('تونسیه', 'و', 'تعلمت'), ('و', 'تعلمت', 'علی'), ('تعلمت', 'علی', 'جده'), ('علی', 'جده', 'ربی'), ('جده', 'ربی', 'یحفضها'), ('ربی', 'یحفضها', 'تحیه'), ('یحفضها', 'تحیه', 'من'), ('تحیه', 'من', 'جزاٸر'), ('من', 'جزاٸر', 'لکل'), ('جزاٸر', 'لکل', 'توانسه'), ('لکل', 'توانسه', 'و'), ('توانسه', 'و', 'مغرب'), ('و', 'مغرب', 'عربی'), ('مغرب', 'عربی', 'وبلاد'), ('عربی', 'وبلاد', 'مسلمین'), ('وبلاد', 'مسلمین', 'خاصه'), ('مسلمین', 'خاصه', 'فلسطین'), ('خاصه', 'فلسطین', 'حبیبه'), ('فلسطین', 'حبیبه', 'محتله')]"
23,انا بعشق تونس  واهل تونس  لهجه تونسيه اخو من سوريه ,"[('انا', 'بعشق'), ('بعشق', 'تونس'), ('تونس', ''), ('', 'واهل'), ('واهل', 'تونس'), ('تونس', ''), ('', 'لهجه'), ('لهجه', 'تونسيه'), ('تونسيه', 'اخو'), ('اخو', 'من'), ('من', 'سوريه'), ('سوريه', '')]","[('انا', 'بعشق', 'تونس'), ('بعشق', 'تونس', ''), ('تونس', '', 'واهل'), ('', 'واهل', 'تونس'), ('واهل', 'تونس', ''), ('تونس', '', 'لهجه'), ('', 'لهجه', 'تونسيه'), ('لهجه', 'تونسيه', 'اخو'), ('تونسيه', 'اخو', 'من'), ('اخو', 'من', 'سوريه'), ('من', 'سوريه', '')]"
24,تحيا من مغرب لاهل تونس كنبغي بزاف,"[('تحيا', 'من'), ('من', 'مغرب'), ('مغرب', 'لاهل'), ('لاهل', 'تونس'), ('تونس', 'كنبغي'), ('كنبغي', 'بزاف')]","[('تحيا', 'من', 'مغرب'), ('من', 'مغرب', 'لاهل'), ('مغرب', 'لاهل', 'تونس'), ('لاهل', 'تونس', 'كنبغي'), ('تونس', 'كنبغي', 'بزاف')]"
25,صدقو يا اخون افرح كثير من قلب عند اري عائله فيها خير بركه كرم حفظ الله اهل تونس,"[('صدقو', 'يا'), ('يا', 'اخون'), ('اخون', 'افرح'), ('افرح', 'كثير'), ('كثير', 'من'), ('من', 'قلب'), ('قلب', 'عند'), ('عند', 'اري'), ('اري', 'عائله'), ('عائله', 'فيها'), ('فيها', 'خير'), ('خير', 'بركه'), ('بركه', 'كرم'), ('كرم', 'حفظ'), ('حفظ', 'الله'), ('الله', 'اهل'), ('اهل', 'تونس')]","[('صدقو', 'يا', 'اخون'), ('يا', 'اخون', 'افرح'), ('اخون', 'افرح', 'كثير'), ('افرح', 'كثير', 'من'), ('كثير', 'من', 'قلب'), ('من', 'قلب', 'عند'), ('قلب', 'عند', 'اري'), ('عند', 'اري', 'عائله'), ('اري', 'عائله', 'فيها'), ('عائله', 'فيها', 'خير'), ('فيها', 'خير', 'بركه'), ('خير', 'بركه', 'كرم'), ('بركه', 'كرم', 'حفظ'), ('كرم', 'حفظ', 'الله'), ('حفظ', 'الله', 'اهل'), ('الله', 'اهل', 'تونس')]"
26,انا من مغرب و باغيه بزاف نجي تونس والله,"[('انا', 'من'), ('من', 'مغرب'), ('مغرب', 'و'), ('و', 'باغيه'), ('باغيه', 'بزاف'), ('بزاف', 'نجي'), ('نجي', 'تونس'), ('تونس', 'والله')]","[('انا', 'من', 'مغرب'), ('من', 'مغرب', 'و'), ('مغرب', 'و', 'باغيه'), ('و', 'باغيه', 'بزاف'), ('باغيه', 'بزاف', 'نجي'), ('بزاف', 'نجي', 'تونس'), ('نجي', 'تونس', 'والله')]"
27,فعلا اكل تونسي عشق لا ينتهي و خاصه كسكسي عصبان رهيب و كسكسي حوت ولا اروع  نموت علي اكل جرا توانسه تحيه ليكم من جزائر ,"[('فعلا', 'اكل'), ('اكل', 'تونسي'), ('تونسي', 'عشق'), ('عشق', 'لا'), ('لا', 'ينتهي'), ('ينتهي', 'و'), ('و', 'خاصه'), ('خاصه', 'كسكسي'), ('كسكسي', 'عصبان'), ('عصبان', 'رهيب'), ('رهيب', 'و'), ('و', 'كسكسي'), ('كسكسي', 'حوت'), ('حوت', 'ولا'), ('ولا', 'اروع'), ('اروع', ''), ('', 'نموت'), ('نموت', 'علي'), ('علي', 'اكل'), ('اكل', 'جرا'), ('جرا', 'توانسه'), ('توانسه', 'تحيه'), ('تحيه', 'ليكم'), ('ليكم', 'من'), ('من', 'جزائر'), ('جزائر', '')]","[('فعلا', 'اكل', 'تونسي'), ('اكل', 'تونسي', 'عشق'), ('تونسي', 'عشق', 'لا'), ('عشق', 'لا', 'ينتهي'), ('لا', 'ينتهي', 'و'), ('ينتهي', 'و', 'خاصه'), ('و', 'خاصه', 'كسكسي'), ('خاصه', 'كسكسي', 'عصبان'), ('كسكسي', 'عصبان', 'رهيب'), ('عصبان', 'رهيب', 'و'), ('رهيب', 'و', 'كسكسي'), ('و', 'كسكسي', 'حوت'), ('كسكسي', 'حوت', 'ولا'), ('حوت', 'ولا', 'اروع'), ('ولا', 'اروع', ''), ('اروع', '', 'نموت'), ('', 'نموت', 'علي'), ('نموت', 'علي', 'اكل'), ('علي', 'اكل', 'جرا'), ('اكل', 'جرا', 'توانسه'), ('جرا', 'توانسه', 'تحيه'), ('توانسه', 'تحيه', 'ليكم'), ('تحيه', 'ليكم', 'من'), ('ليكم', 'من', 'جزائر'), ('من', 'جزائر', '')]"
28,زور جزائر اخي,"[('زور', 'جزائر'), ('جزائر', 'اخي')]","[('زور', 'جزائر', 'اخي')]"
29,عائله محترمه تحيه الكم من سور,"[('عائله', 'محترمه'), ('محترمه', 'تحيه'), ('تحيه', 'الكم'), ('الكم', 'من'), ('من', 'سور')]","[('عائله', 'محترمه', 'تحيه'), ('محترمه', 'تحيه', 'الكم'), ('تحيه', 'الكم', 'من'), ('الكم', 'من', 'سور')]"
30,الي من تونس و جزائر وليب مغرب سعوديه وفلسط قطروالبحر و جميع بلد عرب لايك ,"[('الي', 'من'), ('من', 'تونس'), ('تونس', 'و'), ('و', 'جزائر'), ('جزائر', 'وليب'), ('وليب', 'مغرب'), ('مغرب', 'سعوديه'), ('سعوديه', 'وفلسط'), ('وفلسط', 'قطروالبحر'), ('قطروالبحر', 'و'), ('و', 'جميع'), ('جميع', 'بلد'), ('بلد', 'عرب'), ('عرب', 'لايك'), ('لايك', '')]","[('الي', 'من', 'تونس'), ('من', 'تونس', 'و'), ('تونس', 'و', 'جزائر'), ('و', 'جزائر', 'وليب'), ('جزائر', 'وليب', 'مغرب'), ('وليب', 'مغرب', 'سعوديه'), ('مغرب', 'سعوديه', 'وفلسط'), ('سعوديه', 'وفلسط', 'قطروالبحر'), ('وفلسط', 'قطروالبحر', 'و'), ('قطروالبحر', 'و', 'جميع'), ('و', 'جميع', 'بلد'), ('جميع', 'بلد', 'عرب'), ('بلد', 'عرب', 'لايك'), ('عرب', 'لايك', '')]"
31,انا بعشق تونس واهل تونس واكل تونس ربنا يزيد من نعيم الله انا بعمل اكل مصريه وشاطره فيها زورو حبايبي وشجعو استمر,"[('انا', 'بعشق'), ('بعشق', 'تونس'), ('تونس', 'واهل'), ('واهل', 'تونس'), ('تونس', 'واكل'), ('واكل', 'تونس'), ('تونس', 'ربنا'), ('ربنا', 'يزيد'), ('يزيد', 'من'), ('من', 'نعيم'), ('نعيم', 'الله'), ('الله', 'انا'), ('انا', 'بعمل'), ('بعمل', 'اكل'), ('اكل', 'مصريه'), ('مصريه', 'وشاطره'), ('وشاطره', 'فيها'), ('فيها', 'زورو'), ('زورو', 'حبايبي'), ('حبايبي', 'وشجعو'), ('وشجعو', 'استمر')]","[('انا', 'بعشق', 'تونس'), ('بعشق', 'تونس', 'واهل'), ('تونس', 'واهل', 'تونس'), ('واهل', 'تونس', 'واكل'), ('تونس', 'واكل', 'تونس'), ('واكل', 'تونس', 'ربنا'), ('تونس', 'ربنا', 'يزيد'), ('ربنا', 'يزيد', 'من'), ('يزيد', 'من', 'نعيم'), ('من', 'نعيم', 'الله'), ('نعيم', 'الله', 'انا'), ('الله', 'انا', 'بعمل'), ('انا', 'بعمل', 'اكل'), ('بعمل', 'اكل', 'مصريه'), ('اكل', 'مصريه', 'وشاطره'), ('مصريه', 'وشاطره', 'فيها'), ('وشاطره', 'فيها', 'زورو'), ('فيها', 'زورو', 'حبايبي'), ('زورو', 'حبايبي', 'وشجعو'), ('حبايبي', 'وشجعو', 'استمر')]"
32,انا تونسيه حبيت نشكرك كل انس بحب بلدي او قال كلمه حلوه عنوان ٠٠ شكرا فرحتو برشا دموعي عم تنزل لما كنت شوف تعليقات لكم الف تحيه ,"[('انا', 'تونسيه'), ('تونسيه', 'حبيت'), ('حبيت', 'نشكرك'), ('نشكرك', 'كل'), ('كل', 'انس'), ('انس', 'بحب'), ('بحب', 'بلدي'), ('بلدي', 'او'), ('او', 'قال'), ('قال', 'كلمه'), ('كلمه', 'حلوه'), ('حلوه', 'عنوان'), ('عنوان', '٠٠'), ('٠٠', 'شكرا'), ('شكرا', 'فرحتو'), ('فرحتو', 'برشا'), ('برشا', 'دموعي'), ('دموعي', 'عم'), ('عم', 'تنزل'), ('تنزل', 'لما'), ('لما', 'كنت'), ('كنت', 'شوف'), ('شوف', 'تعليقات'), ('تعليقات', 'لكم'), ('لكم', 'الف'), ('الف', 'تحيه'), ('تحيه', '')]","[('انا', 'تونسيه', 'حبيت'), ('تونسيه', 'حبيت', 'نشكرك'), ('حبيت', 'نشكرك', 'كل'), ('نشكرك', 'كل', 'انس'), ('كل', 'انس', 'بحب'), ('انس', 'بحب', 'بلدي'), ('بحب', 'بلدي', 'او'), ('بلدي', 'او', 'قال'), ('او', 'قال', 'كلمه'), ('قال', 'كلمه', 'حلوه'), ('كلمه', 'حلوه', 'عنوان'), ('حلوه', 'عنوان', '٠٠'), ('عنوان', '٠٠', 'شكرا'), ('٠٠', 'شكرا', 'فرحتو'), ('شكرا', 'فرحتو', 'برشا'), ('فرحتو', 'برشا', 'دموعي'), ('برشا', 'دموعي', 'عم'), ('دموعي', 'عم', 'تنزل'), ('عم', 'تنزل', 'لما'), ('تنزل', 'لما', 'كنت'), ('لما', 'كنت', 'شوف'), ('كنت', 'شوف', 'تعليقات'), ('شوف', 'تعليقات', 'لكم'), ('تعليقات', 'لكم', 'الف'), ('لكم', 'الف', 'تحيه'), ('الف', 'تحيه', '')]"
33,تحيه من جزائري لبلدي غالي تونس,"[('تحيه', 'من'), ('من', 'جزائري'), ('جزائري', 'لبلدي'), ('لبلدي', 'غالي'), ('غالي', 'تونس')]","[('تحيه', 'من', 'جزائري'), ('من', 'جزائري', 'لبلدي'), ('جزائري', 'لبلدي', 'غالي'), ('لبلدي', 'غالي', 'تونس')]"
34,ورب بيت احب اعيش في تونس بعد بلدي واتمني اني ازور تونس ,"[('ورب', 'بيت'), ('بيت', 'احب'), ('احب', 'اعيش'), ('اعيش', 'في'), ('في', 'تونس'), ('تونس', 'بعد'), ('بعد', 'بلدي'), ('بلدي', 'واتمني'), ('واتمني', 'اني'), ('اني', 'ازور'), ('ازور', 'تونس'), ('تونس', '')]","[('ورب', 'بيت', 'احب'), ('بيت', 'احب', 'اعيش'), ('احب', 'اعيش', 'في'), ('اعيش', 'في', 'تونس'), ('في', 'تونس', 'بعد'), ('تونس', 'بعد', 'بلدي'), ('بعد', 'بلدي', 'واتمني'), ('بلدي', 'واتمني', 'اني'), ('واتمني', 'اني', 'ازور'), ('اني', 'ازور', 'تونس'), ('ازور', 'تونس', '')]"
35,تحيه من مصر لحبايب توانسه ,"[('تحيه', 'من'), ('من', 'مصر'), ('مصر', 'لحبايب'), ('لحبايب', 'توانسه'), ('توانسه', '')]","[('تحيه', 'من', 'مصر'), ('من', 'مصر', 'لحبايب'), ('مصر', 'لحبايب', 'توانسه'), ('لحبايب', 'توانسه', '')]"
36,تحياتي شعب تونسي كريم مضياف من لبن  بس شو بل نسبه ناس الي عامله دس لايك١,"[('تحياتي', 'شعب'), ('شعب', 'تونسي'), ('تونسي', 'كريم'), ('كريم', 'مضياف'), ('مضياف', 'من'), ('من', 'لبن'), ('لبن', ''), ('', 'بس'), ('بس', 'شو'), ('شو', 'بل'), ('بل', 'نسبه'), ('نسبه', 'ناس'), ('ناس', 'الي'), ('الي', 'عامله'), ('عامله', 'دس'), ('دس', 'لايك١')]","[('تحياتي', 'شعب', 'تونسي'), ('شعب', 'تونسي', 'كريم'), ('تونسي', 'كريم', 'مضياف'), ('كريم', 'مضياف', 'من'), ('مضياف', 'من', 'لبن'), ('من', 'لبن', ''), ('لبن', '', 'بس'), ('', 'بس', 'شو'), ('بس', 'شو', 'بل'), ('شو', 'بل', 'نسبه'), ('بل', 'نسبه', 'ناس'), ('نسبه', 'ناس', 'الي'), ('ناس', 'الي', 'عامله'), ('الي', 'عامله', 'دس'), ('عامله', 'دس', 'لايك١')]"
37,تحيه لبلدي تاني تونس و تحيه لصديقي عبدالكريم عماره من صفاقس لما نكون في تونس نحس نفسي اني في ليب و كاني مش غريب,"[('تحيه', 'لبلدي'), ('لبلدي', 'تاني'), ('تاني', 'تونس'), ('تونس', 'و'), ('و', 'تحيه'), ('تحيه', 'لصديقي'), ('لصديقي', 'عبدالكريم'), ('عبدالكريم', 'عماره'), ('عماره', 'من'), ('من', 'صفاقس'), ('صفاقس', 'لما'), ('لما', 'نكون'), ('نكون', 'في'), ('في', 'تونس'), ('تونس', 'نحس'), ('نحس', 'نفسي'), ('نفسي', 'اني'), ('اني', 'في'), ('في', 'ليب'), ('ليب', 'و'), ('و', 'كاني'), ('كاني', 'مش'), ('مش', 'غريب')]","[('تحيه', 'لبلدي', 'تاني'), ('لبلدي', 'تاني', 'تونس'), ('تاني', 'تونس', 'و'), ('تونس', 'و', 'تحيه'), ('و', 'تحيه', 'لصديقي'), ('تحيه', 'لصديقي', 'عبدالكريم'), ('لصديقي', 'عبدالكريم', 'عماره'), ('عبدالكريم', 'عماره', 'من'), ('عماره', 'من', 'صفاقس'), ('من', 'صفاقس', 'لما'), ('صفاقس', 'لما', 'نكون'), ('لما', 'نكون', 'في'), ('نكون', 'في', 'تونس'), ('في', 'تونس', 'نحس'), ('تونس', 'نحس', 'نفسي'), ('نحس', 'نفسي', 'اني'), ('نفسي', 'اني', 'في'), ('اني', 'في', 'ليب'), ('في', 'ليب', 'و'), ('ليب', 'و', 'كاني'), ('و', 'كاني', 'مش'), ('كاني', 'مش', 'غريب')]"
