,sentence,bigrams
3576,مضايف وعندو اسلوب راقي,"[('مضايف', 'وعندو'), ('وعندو', 'اسلوب'), ('اسلوب', 'راقي')]"
3577,ماشالله الله يعينو,"[('ماشالله', 'الله'), ('الله', 'يعينو')]"
3578,يعطيك صحه مطعم زمني,"[('يعطيك', 'صحه'), ('صحه', 'مطعم'), ('مطعم', 'زمني')]"
3579,حلاته من جو مريح ,"[('حلاته', 'من'), ('من', 'جو'), ('جو', 'مريح'), ('مريح', '')]"
3580, وين ضبط,"[('', 'وين'), ('وين', 'ضبط')]"
3581,احسن ما عملت يا صاحب فيديو انك صورت هذا انس حلو,"[('احسن', 'ما'), ('ما', 'عملت'), ('عملت', 'يا'), ('يا', 'صاحب'), ('صاحب', 'فيديو'), ('فيديو', 'انك'), ('انك', 'صورت'), ('صورت', 'هذا'), ('هذا', 'انس'), ('انس', 'حلو')]"
3582,الله يرحم ديه,"[('الله', 'يرحم'), ('يرحم', 'ديه')]"
3583,توه ياكلو في شارع خساره زايده,"[('توه', 'ياكلو'), ('ياكلو', 'في'), ('في', 'شارع'), ('شارع', 'خساره'), ('خساره', 'زايده')]"
3584,فايس بوك يا حاج مكان حدشيء,"[('فايس', 'بوك'), ('بوك', 'يا'), ('يا', 'حاج'), ('حاج', 'مكان'), ('مكان', 'حدشيء')]"
3585,والله تحفه ابو احمد ربي يعطيه وقت طيب نشالله,"[('والله', 'تحفه'), ('تحفه', 'ابو'), ('ابو', 'احمد'), ('احمد', 'ربي'), ('ربي', 'يعطيه'), ('يعطيه', 'وقت'), ('وقت', 'طيب'), ('طيب', 'نشالله')]"
3586,والله بالحق محلا ربي يعين ويعطيك ويعطي صحه عافيه,"[('والله', 'بالحق'), ('بالحق', 'محلا'), ('محلا', 'ربي'), ('ربي', 'يعين'), ('يعين', 'ويعطيك'), ('ويعطيك', 'ويعطي'), ('ويعطي', 'صحه'), ('صحه', 'عافيه')]"
3587,في صيف ما لقي شين حتي طاج القيناه لتو ما طاب نتم في صيف نلقي ملخه يا عم احمد,"[('في', 'صيف'), ('صيف', 'ما'), ('ما', 'لقي'), ('لقي', 'شين'), ('شين', 'حتي'), ('حتي', 'طاج'), ('طاج', 'القيناه'), ('القيناه', 'لتو'), ('لتو', 'ما'), ('ما', 'طاب'), ('طاب', 'نتم'), ('نتم', 'في'), ('في', 'صيف'), ('صيف', 'نلقي'), ('نلقي', 'ملخه'), ('ملخه', 'يا'), ('يا', 'عم'), ('عم', 'احمد')]"
3588,يا ابو احمد نشالله كيف روح ل تونس نجي نزورك و نسلم عليك و ناكل ماكلتك ,"[('يا', 'ابو'), ('ابو', 'احمد'), ('احمد', 'نشالله'), ('نشالله', 'كيف'), ('كيف', 'روح'), ('روح', 'ل'), ('ل', 'تونس'), ('تونس', 'نجي'), ('نجي', 'نزورك'), ('نزورك', 'و'), ('و', 'نسلم'), ('نسلم', 'عليك'), ('عليك', 'و'), ('و', 'ناكل'), ('ناكل', 'ماكلتك'), ('ماكلتك', '')]"
3589,قالو تتمنيك عليا خخخخ,"[('قالو', 'تتمنيك'), ('تتمنيك', 'عليا'), ('عليا', 'خخخخ')]"
3590,محلاك عم احمد محلاك توي انجي لصفاقص بقدره ربي وانزورك مطعم,"[('محلاك', 'عم'), ('عم', 'احمد'), ('احمد', 'محلاك'), ('محلاك', 'توي'), ('توي', 'انجي'), ('انجي', 'لصفاقص'), ('لصفاقص', 'بقدره'), ('بقدره', 'ربي'), ('ربي', 'وانزورك'), ('وانزورك', 'مطعم')]"
3591,كلام طيب و رجل طيب ربي يحفظك و طول في عمرك اتمنيت نجي ناكل عندك احييك من مغرب,"[('كلام', 'طيب'), ('طيب', 'و'), ('و', 'رجل'), ('رجل', 'طيب'), ('طيب', 'ربي'), ('ربي', 'يحفظك'), ('يحفظك', 'و'), ('و', 'طول'), ('طول', 'في'), ('في', 'عمرك'), ('عمرك', 'اتمنيت'), ('اتمنيت', 'نجي'), ('نجي', 'ناكل'), ('ناكل', 'عندك'), ('عندك', 'احييك'), ('احييك', 'من'), ('من', 'مغرب')]"
3592,كل تحيه لسي ابواحمد و ربي يمتعه صحه عافيه و كل تحا لناس بلاد عربي و خصوصا اسره جرايه في نهج البي و ساقيه زيت ,"[('كل', 'تحيه'), ('تحيه', 'لسي'), ('لسي', 'ابواحمد'), ('ابواحمد', 'و'), ('و', 'ربي'), ('ربي', 'يمتعه'), ('يمتعه', 'صحه'), ('صحه', 'عافيه'), ('عافيه', 'و'), ('و', 'كل'), ('كل', 'تحا'), ('تحا', 'لناس'), ('لناس', 'بلاد'), ('بلاد', 'عربي'), ('عربي', 'و'), ('و', 'خصوصا'), ('خصوصا', 'اسره'), ('اسره', 'جرايه'), ('جرايه', 'في'), ('في', 'نهج'), ('نهج', 'البي'), ('البي', 'و'), ('و', 'ساقيه'), ('ساقيه', 'زيت'), ('زيت', '')]"
3593,من تطاو الف تحيا الي صفاقس,"[('من', 'تطاو'), ('تطاو', 'الف'), ('الف', 'تحيا'), ('تحيا', 'الي'), ('الي', 'صفاقس')]"
3594,تحيه لبو احمد ربي يطول في عمره,"[('تحيه', 'لبو'), ('لبو', 'احمد'), ('احمد', 'ربي'), ('ربي', 'يطول'), ('يطول', 'في'), ('في', 'عمره')]"
3595,راجل عظيم الله يطول في عمرو,"[('راجل', 'عظيم'), ('عظيم', 'الله'), ('الله', 'يطول'), ('يطول', 'في'), ('في', 'عمرو')]"
3596,بشوش و خدوم و كريم حاج بره يجعلك مستور في الي و رتور ههه,"[('بشوش', 'و'), ('و', 'خدوم'), ('خدوم', 'و'), ('و', 'كريم'), ('كريم', 'حاج'), ('حاج', 'بره'), ('بره', 'يجعلك'), ('يجعلك', 'مستور'), ('مستور', 'في'), ('في', 'الي'), ('الي', 'و'), ('و', 'رتور'), ('رتور', 'ههه')]"
3597,محلاه هالحاج ربي يعطيه طول عمر و صحه,"[('محلاه', 'هالحاج'), ('هالحاج', 'ربي'), ('ربي', 'يعطيه'), ('يعطيه', 'طول'), ('طول', 'عمر'), ('عمر', 'و'), ('و', 'صحه')]"
3598,يا حمادي ههه,"[('يا', 'حمادي'), ('حمادي', 'ههه')]"
3599,نزورك في صيف نجيو ناكلو,"[('نزورك', 'في'), ('في', 'صيف'), ('صيف', 'نجيو'), ('نجيو', 'ناكلو')]"
3600,احلي صفاقس ,"[('احلي', 'صفاقس'), ('صفاقس', '')]"
3601,مطعم كيف حبس الله يستر,"[('مطعم', 'كيف'), ('كيف', 'حبس'), ('حبس', 'الله'), ('الله', 'يستر')]"
3602,ههه محلاه راجل و لهجه متاعو,"[('ههه', 'محلاه'), ('محلاه', 'راجل'), ('راجل', 'و'), ('و', 'لهجه'), ('لهجه', 'متاعو')]"
3603,من يدق بابب,"[('من', 'يدق'), ('يدق', 'بابب')]"
3604,لين لخساره يا غالي توفي في باطري ,"[('لين', 'لخساره'), ('لخساره', 'يا'), ('يا', 'غالي'), ('غالي', 'توفي'), ('توفي', 'في'), ('في', 'باطري'), ('باطري', '')]"
3605,اكبس روحك ملا لهجه متع مرخوفبن عند,"[('اكبس', 'روحك'), ('روحك', 'ملا'), ('ملا', 'لهجه'), ('لهجه', 'متع'), ('متع', 'مرخوفبن'), ('مرخوفبن', 'عند')]"
3606,حط سكين في وذنيه و بعد قص خبز شعب يموت علي وسخ,"[('حط', 'سكين'), ('سكين', 'في'), ('في', 'وذنيه'), ('وذنيه', 'و'), ('و', 'بعد'), ('بعد', 'قص'), ('قص', 'خبز'), ('خبز', 'شعب'), ('شعب', 'يموت'), ('يموت', 'علي'), ('علي', 'وسخ')]"
3607,تحيه اهل بصفاقس جميله خيار ناس قصري مر من هنا,"[('تحيه', 'اهل'), ('اهل', 'بصفاقس'), ('بصفاقس', 'جميله'), ('جميله', 'خيار'), ('خيار', 'ناس'), ('ناس', 'قصري'), ('قصري', 'مر'), ('مر', 'من'), ('من', 'هنا')]"
3608,شكشوكه هه,"[('شكشوكه', 'هه')]"
3609,ماشاءالله عليه,"[('ماشاءالله', 'عليه')]"
3610,الي يحب يزيد يزيد ماشاء الله عليه تقول عليك ضيفو مش كلي,"[('الي', 'يحب'), ('يحب', 'يزيد'), ('يزيد', 'يزيد'), ('يزيد', 'ماشاء'), ('ماشاء', 'الله'), ('الله', 'عليه'), ('عليه', 'تقول'), ('تقول', 'عليك'), ('عليك', 'ضيفو'), ('ضيفو', 'مش'), ('مش', 'كلي')]"
3611,اشري مفتاح كازوز يرحم ديك,"[('اشري', 'مفتاح'), ('مفتاح', 'كازوز'), ('كازوز', 'يرحم'), ('يرحم', 'ديك')]"
3612,كي يحكي تفكرت حمادي في نسيبتي لعزبزه,"[('كي', 'يحكي'), ('يحكي', 'تفكرت'), ('تفكرت', 'حمادي'), ('حمادي', 'في'), ('في', 'نسيبتي'), ('نسيبتي', 'لعزبزه')]"
3613,لاحظو ثانيه 0041 في ابطه علي خبز,"[('لاحظو', 'ثانيه'), ('ثانيه', '0041'), ('0041', 'في'), ('في', 'ابطه'), ('ابطه', 'علي'), ('علي', 'خبز')]"
3614,دمو خفيف هذا سيد  الله يبارك,"[('دمو', 'خفيف'), ('خفيف', 'هذا'), ('هذا', 'سيد'), ('سيد', ''), ('', 'الله'), ('الله', 'يبارك')]"
3615,شنوه هالفيديو ساعه كامله وانت تصور في راجل في عمر بوك وشنوه هالوسخ يحك في اذنه ويرجع يلمس خبز وشنوه هالميزيريه حتئ مفتاح قازوز معندوش فيقو علئ انفس خخخخخخخخ,"[('شنوه', 'هالفيديو'), ('هالفيديو', 'ساعه'), ('ساعه', 'كامله'), ('كامله', 'وانت'), ('وانت', 'تصور'), ('تصور', 'في'), ('في', 'راجل'), ('راجل', 'في'), ('في', 'عمر'), ('عمر', 'بوك'), ('بوك', 'وشنوه'), ('وشنوه', 'هالوسخ'), ('هالوسخ', 'يحك'), ('يحك', 'في'), ('في', 'اذنه'), ('اذنه', 'ويرجع'), ('ويرجع', 'يلمس'), ('يلمس', 'خبز'), ('خبز', 'وشنوه'), ('وشنوه', 'هالميزيريه'), ('هالميزيريه', 'حتئ'), ('حتئ', 'مفتاح'), ('مفتاح', 'قازوز'), ('قازوز', 'معندوش'), ('معندوش', 'فيقو'), ('فيقو', 'علئ'), ('علئ', 'انفس'), ('انفس', 'خخخخخخخخ')]"
3616,محلاه ال راجل ههه,"[('محلاه', 'ال'), ('ال', 'راجل'), ('راجل', 'ههه')]"
3617,والله راجل زين تبارك الله وروحه نقيه الله يبارك له يارب يا محلاه وهو يضحك اطال الله عمره ,"[('والله', 'راجل'), ('راجل', 'زين'), ('زين', 'تبارك'), ('تبارك', 'الله'), ('الله', 'وروحه'), ('وروحه', 'نقيه'), ('نقيه', 'الله'), ('الله', 'يبارك'), ('يبارك', 'له'), ('له', 'يارب'), ('يارب', 'يا'), ('يا', 'محلاه'), ('محلاه', 'وهو'), ('وهو', 'يضحك'), ('يضحك', 'اطال'), ('اطال', 'الله'), ('الله', 'عمره'), ('عمره', '')]"
3618,ياسر صاحب جو ال حج برا يجعلك مستور,"[('ياسر', 'صاحب'), ('صاحب', 'جو'), ('جو', 'ال'), ('ال', 'حج'), ('حج', 'برا'), ('برا', 'يجعلك'), ('يجعلك', 'مستور')]"
3619,خبز,[]
3620,لغه عربيه معدومه,"[('لغه', 'عربيه'), ('عربيه', 'معدومه')]"
3621,احلي صفاقس ,"[('احلي', 'صفاقس'), ('صفاقس', '')]"
3622,هات فلوس برك,"[('هات', 'فلوس'), ('فلوس', 'برك')]"
3623,زيد فيديو اخر ههه,"[('زيد', 'فيديو'), ('فيديو', 'اخر'), ('اخر', 'ههه')]"
3624,محلا ضحكته مع ناس و هذيكا الي محل ماكلت و باله واسع محلا اخلاقه,"[('محلا', 'ضحكته'), ('ضحكته', 'مع'), ('مع', 'ناس'), ('ناس', 'و'), ('و', 'هذيكا'), ('هذيكا', 'الي'), ('الي', 'محل'), ('محل', 'ماكلت'), ('ماكلت', 'و'), ('و', 'باله'), ('باله', 'واسع'), ('واسع', 'محلا'), ('محلا', 'اخلاقه')]"
3625,برب نزل فيديوه وتبعو راجل كلامو يفرهد قلب ويه علي غربه والله ضحكت لين قلت يزي,"[('برب', 'نزل'), ('نزل', 'فيديوه'), ('فيديوه', 'وتبعو'), ('وتبعو', 'راجل'), ('راجل', 'كلامو'), ('كلامو', 'يفرهد'), ('يفرهد', 'قلب'), ('قلب', 'ويه'), ('ويه', 'علي'), ('علي', 'غربه'), ('غربه', 'والله'), ('والله', 'ضحكت'), ('ضحكت', 'لين'), ('لين', 'قلت'), ('قلت', 'يزي')]"
3626,محلاه حاج ربي يباركلو في صحتو,"[('محلاه', 'حاج'), ('حاج', 'ربي'), ('ربي', 'يباركلو'), ('يباركلو', 'في'), ('في', 'صحتو')]"
3627,اديه فيل فلوس قازوز وال خبز سبيطار دركت و زيد كلامو هو نيحطلي,"[('اديه', 'فيل'), ('فيل', 'فلوس'), ('فلوس', 'قازوز'), ('قازوز', 'وال'), ('وال', 'خبز'), ('خبز', 'سبيطار'), ('سبيطار', 'دركت'), ('دركت', 'و'), ('و', 'زيد'), ('زيد', 'كلامو'), ('كلامو', 'هو'), ('هو', 'نيحطلي')]"
3628,قاله تتمنيك عليا ههه4,"[('قاله', 'تتمنيك'), ('تتمنيك', 'عليا'), ('عليا', 'ههه4')]"
3629,ماضمرو ,"[('ماضمرو', '')]"
3630,اريد اجرب اكل تونسي ممكن احد ينصح باكله تكون مشهوره و لذيذه في تونس,"[('اريد', 'اجرب'), ('اجرب', 'اكل'), ('اكل', 'تونسي'), ('تونسي', 'ممكن'), ('ممكن', 'احد'), ('احد', 'ينصح'), ('ينصح', 'باكله'), ('باكله', 'تكون'), ('تكون', 'مشهوره'), ('مشهوره', 'و'), ('و', 'لذيذه'), ('لذيذه', 'في'), ('في', 'تونس')]"
3631,ان شاء الله نزورو صفاقص ونج ناكلو لوب وعجا,"[('ان', 'شاء'), ('شاء', 'الله'), ('الله', 'نزورو'), ('نزورو', 'صفاقص'), ('صفاقص', 'ونج'), ('ونج', 'ناكلو'), ('ناكلو', 'لوب'), ('لوب', 'وعجا')]"
3632,ههه نزورو ان شاء دمو خفيف,"[('ههه', 'نزورو'), ('نزورو', 'ان'), ('ان', 'شاء'), ('شاء', 'دمو'), ('دمو', 'خفيف')]"
3633,كول راسي و بره مقوله امي ,"[('كول', 'راسي'), ('راسي', 'و'), ('و', 'بره'), ('بره', 'مقوله'), ('مقوله', 'امي'), ('امي', '')]"
3634,ماكلت متعجبش علي اخر لاعلاقه صفاقسيه بخلاء,"[('ماكلت', 'متعجبش'), ('متعجبش', 'علي'), ('علي', 'اخر'), ('اخر', 'لاعلاقه'), ('لاعلاقه', 'صفاقسيه'), ('صفاقسيه', 'بخلاء')]"
3635,برجوليه شهتو نمشي ل بو احمد ربي يعين كل انس يخدم علي روحو,"[('برجوليه', 'شهتو'), ('شهتو', 'نمشي'), ('نمشي', 'ل'), ('ل', 'بو'), ('بو', 'احمد'), ('احمد', 'ربي'), ('ربي', 'يعين'), ('يعين', 'كل'), ('كل', 'انس'), ('انس', 'يخدم'), ('يخدم', 'علي'), ('علي', 'روحو')]"
3636,انا من مغرب والله اني حبيت هذا رجل طيب وحبيت تونس وناس صفاقس من خلال هذا انس طيب,"[('انا', 'من'), ('من', 'مغرب'), ('مغرب', 'والله'), ('والله', 'اني'), ('اني', 'حبيت'), ('حبيت', 'هذا'), ('هذا', 'رجل'), ('رجل', 'طيب'), ('طيب', 'وحبيت'), ('وحبيت', 'تونس'), ('تونس', 'وناس'), ('وناس', 'صفاقس'), ('صفاقس', 'من'), ('من', 'خلال'), ('خلال', 'هذا'), ('هذا', 'انس'), ('انس', 'طيب')]"
3637, هكذا نتا وهكذا تتحاسب ربي يشفي جميع مسلم يارب و يهدي جميع ديان اخري يارب,"[('', 'هكذا'), ('هكذا', 'نتا'), ('نتا', 'وهكذا'), ('وهكذا', 'تتحاسب'), ('تتحاسب', 'ربي'), ('ربي', 'يشفي'), ('يشفي', 'جميع'), ('جميع', 'مسلم'), ('مسلم', 'يارب'), ('يارب', 'و'), ('و', 'يهدي'), ('يهدي', 'جميع'), ('جميع', 'ديان'), ('ديان', 'اخري'), ('اخري', 'يارب')]"
3638,باهي برشا  تحيا توتس ,"[('باهي', 'برشا'), ('برشا', ''), ('', 'تحيا'), ('تحيا', 'توتس'), ('توتس', '')]"
3639,ماهو معني اجالك منتش ممكن,"[('ماهو', 'معني'), ('معني', 'اجالك'), ('اجالك', 'منتش'), ('منتش', 'ممكن')]"
3640,جو يهبل,"[('جو', 'يهبل')]"
3641,هاكه بو احمد بو وبو بلاد عربي  يمشي هوا وف روح صفاقسيه عتيقه  بلاد ول مرتع لرهوط ,"[('هاكه', 'بو'), ('بو', 'احمد'), ('احمد', 'بو'), ('بو', 'وبو'), ('وبو', 'بلاد'), ('بلاد', 'عربي'), ('عربي', ''), ('', 'يمشي'), ('يمشي', 'هوا'), ('هوا', 'وف'), ('وف', 'روح'), ('روح', 'صفاقسيه'), ('صفاقسيه', 'عتيقه'), ('عتيقه', ''), ('', 'بلاد'), ('بلاد', 'ول'), ('ول', 'مرتع'), ('مرتع', 'لرهوط'), ('لرهوط', '')]"
3642,ماشالله عالمعامله طيبه وجه بشوش تحس روحك في دارك توانسه ديما فور الجزائر,"[('ماشالله', 'عالمعامله'), ('عالمعامله', 'طيبه'), ('طيبه', 'وجه'), ('وجه', 'بشوش'), ('بشوش', 'تحس'), ('تحس', 'روحك'), ('روحك', 'في'), ('في', 'دارك'), ('دارك', 'توانسه'), ('توانسه', 'ديما'), ('ديما', 'فور'), ('فور', 'الجزائر')]"
3643,ماكلت وحد برجوليه,"[('ماكلت', 'وحد'), ('وحد', 'برجوليه')]"
3644,اسم اغنيه اللي بنهايه مقطع ,"[('اسم', 'اغنيه'), ('اغنيه', 'اللي'), ('اللي', 'بنهايه'), ('بنهايه', 'مقطع'), ('مقطع', '')]"
3645,یمس فلوس و یقسم خبز مش نقی,"[('یمس', 'فلوس'), ('فلوس', 'و'), ('و', 'یقسم'), ('یقسم', 'خبز'), ('خبز', 'مش'), ('مش', 'نقی')]"
3646,محلاه كلام صفاقسيه,"[('محلاه', 'كلام'), ('كلام', 'صفاقسيه')]"
3647, محلاه هو و لهجته,"[('', 'محلاه'), ('محلاه', 'هو'), ('هو', 'و'), ('و', 'لهجته')]"
3648,ينعمبو ها صرف ههه ,"[('ينعمبو', 'ها'), ('ها', 'صرف'), ('صرف', 'ههه'), ('ههه', '')]"
3649,حفظ الله امازيغ وجوه ابتسامه,"[('حفظ', 'الله'), ('الله', 'امازيغ'), ('امازيغ', 'وجوه'), ('وجوه', 'ابتسامه')]"
3650,باين انس طيب فزد غير بكلمه تتمنيك عند عيب فدزاير,"[('باين', 'انس'), ('انس', 'طيب'), ('طيب', 'فزد'), ('فزد', 'غير'), ('غير', 'بكلمه'), ('بكلمه', 'تتمنيك'), ('تتمنيك', 'عند'), ('عند', 'عيب'), ('عيب', 'فدزاير')]"
3651,باين عليه بلي طماع,"[('باين', 'عليه'), ('عليه', 'بلي'), ('بلي', 'طماع')]"
3652,ههه دمو خفيف الله يبارك تمنيك كلمه عند نورمال,"[('ههه', 'دمو'), ('دمو', 'خفيف'), ('خفيف', 'الله'), ('الله', 'يبارك'), ('يبارك', 'تمنيك'), ('تمنيك', 'كلمه'), ('كلمه', 'عند'), ('عند', 'نورمال')]"
3653,عظمه يعني بيض ,"[('عظمه', 'يعني'), ('يعني', 'بيض'), ('بيض', '')]"
3654,647 تتمنيك عليا ,"[('647', 'تتمنيك'), ('تتمنيك', 'عليا'), ('عليا', '')]"
3655,في دقيقه سابعه بيقوله تتمنيك عليا ,"[('في', 'دقيقه'), ('دقيقه', 'سابعه'), ('سابعه', 'بيقوله'), ('بيقوله', 'تتمنيك'), ('تتمنيك', 'عليا'), ('عليا', '')]"
3656,سيد لطيف وحبوب اهل تونس فيهم لطافه طاغيه نحب الكل,"[('سيد', 'لطيف'), ('لطيف', 'وحبوب'), ('وحبوب', 'اهل'), ('اهل', 'تونس'), ('تونس', 'فيهم'), ('فيهم', 'لطافه'), ('لطافه', 'طاغيه'), ('طاغيه', 'نحب'), ('نحب', 'الكل')]"
3657,يمس فالخبز و يمس فالدرا وتلقاه ماغسلش يدو ,"[('يمس', 'فالخبز'), ('فالخبز', 'و'), ('و', 'يمس'), ('يمس', 'فالدرا'), ('فالدرا', 'وتلقاه'), ('وتلقاه', 'ماغسلش'), ('ماغسلش', 'يدو'), ('يدو', '')]"
3658,ماشاء الله تبارك الله,"[('ماشاء', 'الله'), ('الله', 'تبارك'), ('تبارك', 'الله')]"
3659,مخيب كلامو,"[('مخيب', 'كلامو')]"
3660,معف يديه فنيفو وفودنيه خبز موس يحك بيه اذنيه ويقطع بيه بارزي يععععع,"[('معف', 'يديه'), ('يديه', 'فنيفو'), ('فنيفو', 'وفودنيه'), ('وفودنيه', 'خبز'), ('خبز', 'موس'), ('موس', 'يحك'), ('يحك', 'بيه'), ('بيه', 'اذنيه'), ('اذنيه', 'ويقطع'), ('ويقطع', 'بيه'), ('بيه', 'بارزي'), ('بارزي', 'يععععع')]"
3661,افخر مطاعم هيه مطاعم عراق لذه اكل ترحيب نضافه ترحيب اكل عجيبه,"[('افخر', 'مطاعم'), ('مطاعم', 'هيه'), ('هيه', 'مطاعم'), ('مطاعم', 'عراق'), ('عراق', 'لذه'), ('لذه', 'اكل'), ('اكل', 'ترحيب'), ('ترحيب', 'نضافه'), ('نضافه', 'ترحيب'), ('ترحيب', 'اكل'), ('اكل', 'عجيبه')]"
3662,شوي نضافه اعيشك تحك في وذانك و خشمك و فلوس ملا وسخ,"[('شوي', 'نضافه'), ('نضافه', 'اعيشك'), ('اعيشك', 'تحك'), ('تحك', 'في'), ('في', 'وذانك'), ('وذانك', 'و'), ('و', 'خشمك'), ('خشمك', 'و'), ('و', 'فلوس'), ('فلوس', 'ملا'), ('ملا', 'وسخ')]"
3663,ههه ههه يعنبو كصرف ههه ههه,"[('ههه', 'ههه'), ('ههه', 'يعنبو'), ('يعنبو', 'كصرف'), ('كصرف', 'ههه'), ('ههه', 'ههه')]"
3664,كيف هو مذاق اكل تونسي هل هو حار ام مالح ام معتدل تحيه شعب تونسي شقيق ولهذا رجل طيب يبدو علي كرم وذو نفس طيبهاخو من عراق,"[('كيف', 'هو'), ('هو', 'مذاق'), ('مذاق', 'اكل'), ('اكل', 'تونسي'), ('تونسي', 'هل'), ('هل', 'هو'), ('هو', 'حار'), ('حار', 'ام'), ('ام', 'مالح'), ('مالح', 'ام'), ('ام', 'معتدل'), ('معتدل', 'تحيه'), ('تحيه', 'شعب'), ('شعب', 'تونسي'), ('تونسي', 'شقيق'), ('شقيق', 'ولهذا'), ('ولهذا', 'رجل'), ('رجل', 'طيب'), ('طيب', 'يبدو'), ('يبدو', 'علي'), ('علي', 'كرم'), ('كرم', 'وذو'), ('وذو', 'نفس'), ('نفس', 'طيبهاخو'), ('طيبهاخو', 'من'), ('من', 'عراق')]"
3665,باين فيه يموت علدورو هه,"[('باين', 'فيه'), ('فيه', 'يموت'), ('يموت', 'علدورو'), ('علدورو', 'هه')]"
3666,تونس فروغ فرنسا,"[('تونس', 'فروغ'), ('فروغ', 'فرنسا')]"
3667,ممكن اعرف رجل لقبو سلامي,"[('ممكن', 'اعرف'), ('اعرف', 'رجل'), ('رجل', 'لقبو'), ('لقبو', 'سلامي')]"
3668,برافو مسيو  في عمرو  يخدم بضحكه  وموش غالي  لكن مزالت خدمه متاع عبيد ما تكسب شي في اخر اليوم مع خدامه الكل الي يحيو بنين رخيص ربي معاك مره اخري,"[('برافو', 'مسيو'), ('مسيو', ''), ('', 'في'), ('في', 'عمرو'), ('عمرو', ''), ('', 'يخدم'), ('يخدم', 'بضحكه'), ('بضحكه', ''), ('', 'وموش'), ('وموش', 'غالي'), ('غالي', ''), ('', 'لكن'), ('لكن', 'مزالت'), ('مزالت', 'خدمه'), ('خدمه', 'متاع'), ('متاع', 'عبيد'), ('عبيد', 'ما'), ('ما', 'تكسب'), ('تكسب', 'شي'), ('شي', 'في'), ('في', 'اخر'), ('اخر', 'اليوم'), ('اليوم', 'مع'), ('مع', 'خدامه'), ('خدامه', 'الكل'), ('الكل', 'الي'), ('الي', 'يحيو'), ('يحيو', 'بنين'), ('بنين', 'رخيص'), ('رخيص', 'ربي'), ('ربي', 'معاك'), ('معاك', 'مره'), ('مره', 'اخري')]"
3669,برافو مسيو  في عمرو  يخدم بضحكه  وموش غالي  لكن مزالت خدمه متاع عبيد ما تكسب شي في اخر اليوم مع خدامه الكل الي يحيو بنين رخيص ربي معاك مره اخري,"[('برافو', 'مسيو'), ('مسيو', ''), ('', 'في'), ('في', 'عمرو'), ('عمرو', ''), ('', 'يخدم'), ('يخدم', 'بضحكه'), ('بضحكه', ''), ('', 'وموش'), ('وموش', 'غالي'), ('غالي', ''), ('', 'لكن'), ('لكن', 'مزالت'), ('مزالت', 'خدمه'), ('خدمه', 'متاع'), ('متاع', 'عبيد'), ('عبيد', 'ما'), ('ما', 'تكسب'), ('تكسب', 'شي'), ('شي', 'في'), ('في', 'اخر'), ('اخر', 'اليوم'), ('اليوم', 'مع'), ('مع', 'خدامه'), ('خدامه', 'الكل'), ('الكل', 'الي'), ('الي', 'يحيو'), ('يحيو', 'بنين'), ('بنين', 'رخيص'), ('رخيص', 'ربي'), ('ربي', 'معاك'), ('معاك', 'مره'), ('مره', 'اخري')]"
3670, صوابعو في خشمو في وذنو فيل فلوس مبعد يقص ال خبز قلو يرحم ميمتك,"[('', 'صوابعو'), ('صوابعو', 'في'), ('في', 'خشمو'), ('خشمو', 'في'), ('في', 'وذنو'), ('وذنو', 'فيل'), ('فيل', 'فلوس'), ('فلوس', 'مبعد'), ('مبعد', 'يقص'), ('يقص', 'ال'), ('ال', 'خبز'), ('خبز', 'قلو'), ('قلو', 'يرحم'), ('يرحم', 'ميمتك')]"
3671,برا يجعلك مستور في مشي وجاي عسل هالراجل محلاه محلاه بحبوح يهبل ,"[('برا', 'يجعلك'), ('يجعلك', 'مستور'), ('مستور', 'في'), ('في', 'مشي'), ('مشي', 'وجاي'), ('وجاي', 'عسل'), ('عسل', 'هالراجل'), ('هالراجل', 'محلاه'), ('محلاه', 'محلاه'), ('محلاه', 'بحبوح'), ('بحبوح', 'يهبل'), ('يهبل', '')]"
3672,يعطيك صحه جو مزب برشا تحيه عمو  ربيع يحفظو اوطول في عمرو,"[('يعطيك', 'صحه'), ('صحه', 'جو'), ('جو', 'مزب'), ('مزب', 'برشا'), ('برشا', 'تحيه'), ('تحيه', 'عمو'), ('عمو', ''), ('', 'ربيع'), ('ربيع', 'يحفظو'), ('يحفظو', 'اوطول'), ('اوطول', 'في'), ('في', 'عمرو')]"
3673,انا ما نفهم شي لكن عندو ضحكه تهبل طبق يخليك تحب تزيد شجاع بو احمد ضد اكتئاب والله غار ناقص نظافه ومايعطوش اهميه ليها عفن ياسر يهودي حق ,"[('انا', 'ما'), ('ما', 'نفهم'), ('نفهم', 'شي'), ('شي', 'لكن'), ('لكن', 'عندو'), ('عندو', 'ضحكه'), ('ضحكه', 'تهبل'), ('تهبل', 'طبق'), ('طبق', 'يخليك'), ('يخليك', 'تحب'), ('تحب', 'تزيد'), ('تزيد', 'شجاع'), ('شجاع', 'بو'), ('بو', 'احمد'), ('احمد', 'ضد'), ('ضد', 'اكتئاب'), ('اكتئاب', 'والله'), ('والله', 'غار'), ('غار', 'ناقص'), ('ناقص', 'نظافه'), ('نظافه', 'ومايعطوش'), ('ومايعطوش', 'اهميه'), ('اهميه', 'ليها'), ('ليها', 'عفن'), ('عفن', 'ياسر'), ('ياسر', 'يهودي'), ('يهودي', 'حق'), ('حق', '')]"
